warn: LLAMA_ARG_HOST environment variable is set, but will be overwritten by command line argument --host
0.00.239.446 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.362.086 I srv          init: The UI is disabled
0.00.362.089 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.362.226 W srv  llama_server: -----------------
0.00.362.228 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.362.228 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.362.229 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.362.229 W srv  llama_server: -----------------
0.00.363.543 I srv    load_model: loading model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.01.873.932 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.04.238.306 I common_speculative_init_result: creating MTP draft context against the target model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.04.349.867 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.04.412.220 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.412.263 I srv  llama_server: model loaded
0.04.412.268 I srv  llama_server: listening on http://0.0.0.0:8080
0.10.596.345 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
6.42.566.781 I slot print_timing: id  0 | task 6622 | n_decoded =    385, tg =  42.50 t/s, tg_3s =  42.01 t/s
6.45.611.258 I slot print_timing: id  0 | task 6622 | n_decoded =    516, tg =  42.63 t/s, tg_3s =  43.03 t/s
6.48.616.725 I slot print_timing: id  0 | task 6622 | n_decoded =    644, tg =  42.62 t/s, tg_3s =  42.59 t/s
6.51.622.252 I slot print_timing: id  0 | task 6622 | n_decoded =    758, tg =  41.84 t/s, tg_3s =  37.93 t/s
6.54.635.757 I slot print_timing: id  0 | task 6622 | n_decoded =    883, tg =  41.79 t/s, tg_3s =  41.48 t/s
6.57.679.569 I slot print_timing: id  0 | task 6622 | n_decoded =   1009, tg =  41.74 t/s, tg_3s =  41.40 t/s
7.00.681.651 I slot print_timing: id  0 | task 6622 | n_decoded =   1136, tg =  41.80 t/s, tg_3s =  42.30 t/s
7.03.692.834 I slot print_timing: id  0 | task 6622 | n_decoded =   1261, tg =  41.77 t/s, tg_3s =  41.51 t/s
7.06.727.539 I slot print_timing: id  0 | task 6622 | n_decoded =   1388, tg =  41.78 t/s, tg_3s =  41.85 t/s
7.09.755.246 I slot print_timing: id  0 | task 6622 | n_decoded =   1514, tg =  41.77 t/s, tg_3s =  41.62 t/s
7.12.795.720 I slot print_timing: id  0 | task 6622 | n_decoded =   1647, tg =  41.92 t/s, tg_3s =  43.74 t/s
7.15.820.741 I slot print_timing: id  0 | task 6622 | n_decoded =   1771, tg =  41.85 t/s, tg_3s =  40.99 t/s
7.18.823.619 I slot print_timing: id  0 | task 6622 | n_decoded =   1898, tg =  41.88 t/s, tg_3s =  42.29 t/s
7.21.840.977 I slot print_timing: id  0 | task 6622 | n_decoded =   2022, tg =  41.83 t/s, tg_3s =  41.10 t/s
7.24.872.335 I slot print_timing: id  0 | task 6622 | n_decoded =   2152, tg =  41.90 t/s, tg_3s =  42.89 t/s
7.27.873.418 I slot print_timing: id  0 | task 6622 | n_decoded =   2269, tg =  41.74 t/s, tg_3s =  38.99 t/s
7.30.889.185 I slot print_timing: id  0 | task 6622 | n_decoded =   2398, tg =  41.79 t/s, tg_3s =  42.78 t/s
7.33.927.423 I slot print_timing: id  0 | task 6622 | n_decoded =   2522, tg =  41.74 t/s, tg_3s =  40.81 t/s
7.36.958.919 I slot print_timing: id  0 | task 6622 | n_decoded =   2635, tg =  41.53 t/s, tg_3s =  37.28 t/s
7.39.965.198 I slot print_timing: id  0 | task 6622 | n_decoded =   2756, tg =  41.47 t/s, tg_3s =  40.25 t/s
7.42.973.516 I slot print_timing: id  0 | task 6622 | n_decoded =   2881, tg =  41.47 t/s, tg_3s =  41.55 t/s
7.46.010.495 I slot print_timing: id  0 | task 6622 | n_decoded =   3010, tg =  41.52 t/s, tg_3s =  42.48 t/s
7.49.034.564 I slot print_timing: id  0 | task 6622 | n_decoded =   3142, tg =  41.60 t/s, tg_3s =  43.65 t/s
7.52.077.061 I slot print_timing: id  0 | task 6622 | n_decoded =   3273, tg =  41.66 t/s, tg_3s =  43.06 t/s
7.55.090.014 I slot print_timing: id  0 | task 6622 | n_decoded =   3399, tg =  41.66 t/s, tg_3s =  41.82 t/s
7.58.091.859 I slot print_timing: id  0 | task 6622 | n_decoded =   3521, tg =  41.63 t/s, tg_3s =  40.64 t/s
8.01.114.110 I slot print_timing: id  0 | task 6622 | n_decoded =   3639, tg =  41.54 t/s, tg_3s =  39.04 t/s
8.04.153.170 I slot print_timing: id  0 | task 6622 | n_decoded =   3760, tg =  41.48 t/s, tg_3s =  39.81 t/s
8.07.168.587 I slot print_timing: id  0 | task 6622 | n_decoded =   3881, tg =  41.44 t/s, tg_3s =  40.13 t/s
8.10.200.822 I slot print_timing: id  0 | task 6622 | n_decoded =   4002, tg =  41.39 t/s, tg_3s =  39.90 t/s
8.13.210.546 I slot print_timing: id  0 | task 6622 | n_decoded =   4113, tg =  41.25 t/s, tg_3s =  36.88 t/s
8.16.252.127 I slot print_timing: id  0 | task 6622 | n_decoded =   4229, tg =  41.16 t/s, tg_3s =  38.14 t/s
8.19.267.549 I slot print_timing: id  0 | task 6622 | n_decoded =   4346, tg =  41.09 t/s, tg_3s =  38.80 t/s
8.22.282.245 I slot print_timing: id  0 | task 6622 | n_decoded =   4473, tg =  41.12 t/s, tg_3s =  42.13 t/s
8.25.286.410 I slot print_timing: id  0 | task 6622 | n_decoded =   4601, tg =  41.16 t/s, tg_3s =  42.61 t/s
8.28.319.050 I slot print_timing: id  0 | task 6622 | n_decoded =   4730, tg =  41.20 t/s, tg_3s =  42.54 t/s
8.31.349.404 I slot print_timing: id  0 | task 6622 | n_decoded =   4860, tg =  41.24 t/s, tg_3s =  42.90 t/s
8.34.387.881 I slot print_timing: id  0 | task 6622 | n_decoded =   4988, tg =  41.26 t/s, tg_3s =  42.13 t/s
8.37.433.567 I slot print_timing: id  0 | task 6622 | n_decoded =   5122, tg =  41.33 t/s, tg_3s =  44.00 t/s
8.40.452.368 I slot print_timing: id  0 | task 6622 | n_decoded =   5249, tg =  41.35 t/s, tg_3s =  42.07 t/s
8.43.463.398 I slot print_timing: id  0 | task 6622 | n_decoded =   5381, tg =  41.41 t/s, tg_3s =  43.84 t/s
8.46.469.186 I slot print_timing: id  0 | task 6622 | n_decoded =   5504, tg =  41.40 t/s, tg_3s =  40.92 t/s
8.49.474.306 I slot print_timing: id  0 | task 6622 | n_decoded =   5627, tg =  41.39 t/s, tg_3s =  40.93 t/s
8.52.509.540 I slot print_timing: id  0 | task 6622 | n_decoded =   5741, tg =  41.30 t/s, tg_3s =  37.56 t/s
8.55.509.615 I slot print_timing: id  0 | task 6622 | n_decoded =   5864, tg =  41.30 t/s, tg_3s =  41.00 t/s
8.58.543.698 I slot print_timing: id  0 | task 6622 | n_decoded =   5992, tg =  41.31 t/s, tg_3s =  42.19 t/s
9.01.568.952 I slot print_timing: id  0 | task 6622 | n_decoded =   6116, tg =  41.31 t/s, tg_3s =  40.99 t/s
9.04.575.158 I slot print_timing: id  0 | task 6622 | n_decoded =   6245, tg =  41.34 t/s, tg_3s =  42.91 t/s
9.07.610.927 I slot print_timing: id  0 | task 6622 | n_decoded =   6373, tg =  41.36 t/s, tg_3s =  42.16 t/s
9.10.636.342 I slot print_timing: id  0 | task 6622 | n_decoded =   6484, tg =  41.27 t/s, tg_3s =  36.69 t/s
9.13.641.978 I slot print_timing: id  0 | task 6622 | n_decoded =   6607, tg =  41.26 t/s, tg_3s =  40.92 t/s
9.16.679.460 I slot print_timing: id  0 | task 6622 | n_decoded =   6730, tg =  41.24 t/s, tg_3s =  40.49 t/s
9.19.694.477 I slot print_timing: id  0 | task 6622 | n_decoded =   6849, tg =  41.21 t/s, tg_3s =  39.47 t/s
9.22.697.743 I slot print_timing: id  0 | task 6622 | n_decoded =   6976, tg =  41.23 t/s, tg_3s =  42.29 t/s
9.25.718.487 I slot print_timing: id  0 | task 6622 | n_decoded =   7106, tg =  41.26 t/s, tg_3s =  43.04 t/s
9.28.763.488 I slot print_timing: id  0 | task 6622 | n_decoded =   7236, tg =  41.29 t/s, tg_3s =  42.69 t/s
9.31.787.534 I slot print_timing: id  0 | task 6622 | n_decoded =   7362, tg =  41.29 t/s, tg_3s =  41.67 t/s
9.34.813.031 I slot print_timing: id  0 | task 6622 | n_decoded =   7490, tg =  41.31 t/s, tg_3s =  42.31 t/s
9.37.857.868 I slot print_timing: id  0 | task 6622 | n_decoded =   7617, tg =  41.32 t/s, tg_3s =  41.71 t/s
9.40.886.779 I slot print_timing: id  0 | task 6622 | n_decoded =   7745, tg =  41.33 t/s, tg_3s =  42.26 t/s
9.43.920.801 I slot print_timing: id  0 | task 6622 | n_decoded =   7871, tg =  41.34 t/s, tg_3s =  41.53 t/s
9.46.965.062 I slot print_timing: id  0 | task 6622 | n_decoded =   8001, tg =  41.36 t/s, tg_3s =  42.70 t/s
9.49.999.582 I slot print_timing: id  0 | task 6622 | n_decoded =   8129, tg =  41.37 t/s, tg_3s =  42.18 t/s
9.53.047.068 I slot print_timing: id  0 | task 6622 | n_decoded =   8257, tg =  41.38 t/s, tg_3s =  42.00 t/s
9.56.085.259 I slot print_timing: id  0 | task 6622 | n_decoded =   8381, tg =  41.37 t/s, tg_3s =  40.81 t/s
9.59.103.158 I slot print_timing: id  0 | task 6622 | n_decoded =   8507, tg =  41.38 t/s, tg_3s =  41.75 t/s
10.02.114.463 I slot print_timing: id  0 | task 6622 | n_decoded =   8631, tg =  41.37 t/s, tg_3s =  41.18 t/s
10.05.124.476 I slot print_timing: id  0 | task 6622 | n_decoded =   8751, tg =  41.35 t/s, tg_3s =  39.87 t/s
10.08.136.675 I slot print_timing: id  0 | task 6622 | n_decoded =   8869, tg =  41.32 t/s, tg_3s =  39.17 t/s
10.11.150.177 I slot print_timing: id  0 | task 6622 | n_decoded =   8995, tg =  41.33 t/s, tg_3s =  41.81 t/s
10.14.180.113 I slot print_timing: id  0 | task 6622 | n_decoded =   9120, tg =  41.33 t/s, tg_3s =  41.25 t/s
10.17.200.836 I slot print_timing: id  0 | task 6622 | n_decoded =   9248, tg =  41.34 t/s, tg_3s =  42.37 t/s
10.20.211.114 I slot print_timing: id  0 | task 6622 | n_decoded =   9374, tg =  41.35 t/s, tg_3s =  41.86 t/s
10.23.222.492 I slot print_timing: id  0 | task 6622 | n_decoded =   9502, tg =  41.36 t/s, tg_3s =  42.51 t/s
10.26.238.718 I slot print_timing: id  0 | task 6622 | n_decoded =   9630, tg =  41.38 t/s, tg_3s =  42.44 t/s
10.29.262.886 I slot print_timing: id  0 | task 6622 | n_decoded =   9757, tg =  41.39 t/s, tg_3s =  42.00 t/s
10.32.271.630 I slot print_timing: id  0 | task 6622 | n_decoded =   9885, tg =  41.40 t/s, tg_3s =  42.54 t/s
10.32.552.771 I slot print_timing: id  0 | task 6622 | prompt eval time =   12908.71 ms /  5509 tokens (    2.34 ms per token,   426.77 tokens per second)
10.32.552.775 I slot print_timing: id  0 | task 6622 |        eval time =  239045.51 ms /  9897 tokens (   24.15 ms per token,    41.40 tokens per second)
10.32.552.776 I slot print_timing: id  0 | task 6622 |       total time =  251954.22 ms / 15406 tokens
10.32.552.777 I slot print_timing: id  0 | task 6622 |    graphs reused =      11681
10.32.552.779 I slot print_timing: id  0 | task 6622 | draft acceptance = 0.89688 ( 4679 accepted /  5217 generated), mean len =  1.90
10.32.553.095 I slot      release: id  0 | task 6622 | stop processing: n_tokens = 16711, truncated = 0
10.32.592.762 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.480 (> 0.100 thold), f_keep = 0.481
10.32.925.825 I slot launch_slot_: id  0 | task 11846 | processing task, is_child = 0
10.37.695.662 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   2048, progress = 0.53, t =   4.77 s / 429.37 tokens per second
10.42.459.321 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   4096, progress = 0.65, t =   9.53 s / 429.64 tokens per second
10.47.297.986 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   6144, progress = 0.77, t =  14.37 s / 427.49 tokens per second
10.52.147.446 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   8192, progress = 0.90, t =  19.22 s / 426.19 tokens per second
10.55.522.421 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   9411, progress = 0.97, t =  22.60 s / 416.48 tokens per second
10.56.783.866 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   9897, progress = 1.00, t =  23.86 s / 414.83 tokens per second
10.57.094.570 I slot print_timing: id  0 | task 11846 | prompt processing, n_tokens =   9923, progress = 1.00, t =  24.17 s / 410.57 tokens per second
10.58.809.617 I slot print_timing: id  0 | task 11846 | prompt eval time =   24300.31 ms /  9927 tokens (    2.45 ms per token,   408.51 tokens per second)
10.58.809.621 I slot print_timing: id  0 | task 11846 |        eval time =    1583.42 ms /    64 tokens (   24.74 ms per token,    40.42 tokens per second)
10.58.809.622 I slot print_timing: id  0 | task 11846 |       total time =   25883.73 ms /  9991 tokens
10.58.809.623 I slot print_timing: id  0 | task 11846 |    graphs reused =      11714
10.58.809.624 I slot print_timing: id  0 | task 11846 | draft acceptance = 0.88235 (   30 accepted /    34 generated), mean len =  1.88
10.58.810.173 I slot      release: id  0 | task 11846 | stop processing: n_tokens = 16802, truncated = 0
10.59.608.221 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.879 (> 0.100 thold), f_keep = 1.000
10.59.608.476 I slot launch_slot_: id  0 | task 11889 | processing task, is_child = 0
11.04.391.281 I slot print_timing: id  0 | task 11889 | prompt processing, n_tokens =   1794, progress = 0.97, t =   4.78 s / 375.10 tokens per second
11.05.678.919 I slot print_timing: id  0 | task 11889 | prompt processing, n_tokens =   2306, progress = 1.00, t =   6.07 s / 379.87 tokens per second
11.08.817.715 I slot print_timing: id  0 | task 11889 | n_decoded =    116, tg =  38.62 t/s, tg_3s =  38.62 t/s
11.09.618.160 I slot print_timing: id  0 | task 11889 | prompt eval time =    6205.83 ms /  2310 tokens (    2.69 ms per token,   372.23 tokens per second)
11.09.618.167 I slot print_timing: id  0 | task 11889 |        eval time =    3803.79 ms /   147 tokens (   25.88 ms per token,    38.65 tokens per second)
11.09.618.168 I slot print_timing: id  0 | task 11889 |       total time =   10009.62 ms /  2457 tokens
11.09.618.170 I slot print_timing: id  0 | task 11889 |    graphs reused =      11793
11.09.618.172 I slot print_timing: id  0 | task 11889 | draft acceptance = 0.81481 (   66 accepted /    81 generated), mean len =  1.81
11.09.618.753 I slot      release: id  0 | task 11889 | stop processing: n_tokens = 19259, truncated = 0
11.10.285.081 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
11.10.285.359 I slot launch_slot_: id  0 | task 11975 | processing task, is_child = 0
11.12.332.791 I slot print_timing: id  0 | task 11975 | prompt eval time =     840.33 ms /    45 tokens (   18.67 ms per token,    53.55 tokens per second)
11.12.332.796 I slot print_timing: id  0 | task 11975 |        eval time =    1207.05 ms /    49 tokens (   24.63 ms per token,    40.59 tokens per second)
11.12.332.796 I slot print_timing: id  0 | task 11975 |       total time =    2047.38 ms /    94 tokens
11.12.332.797 I slot print_timing: id  0 | task 11975 |    graphs reused =      11818
11.12.332.799 I slot print_timing: id  0 | task 11975 | draft acceptance = 0.84615 (   22 accepted /    26 generated), mean len =  1.85
11.12.333.361 I slot      release: id  0 | task 11975 | stop processing: n_tokens = 19352, truncated = 0
11.19.175.554 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 189997961719
11.19.659.050 I slot launch_slot_: id  0 | task 12005 | processing task, is_child = 0
11.19.779.729 I slot print_timing: id  0 | task 12005 | prompt eval time =     120.65 ms /     4 tokens (   30.16 ms per token,    33.15 tokens per second)
11.19.779.734 I slot print_timing: id  0 | task 12005 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
11.19.779.735 I slot print_timing: id  0 | task 12005 |       total time =     120.65 ms /     5 tokens
11.19.779.735 I slot print_timing: id  0 | task 12005 |    graphs reused =      11818
11.19.779.767 I slot      release: id  0 | task 12005 | stop processing: n_tokens = 11, truncated = 0
11.19.796.375 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 190005408124
11.19.907.462 I slot launch_slot_: id  0 | task 12007 | processing task, is_child = 0
11.26.024.040 I slot print_timing: id  0 | task 12007 | n_decoded =    134, tg =  44.24 t/s, tg_3s =  44.24 t/s
11.29.033.445 I slot print_timing: id  0 | task 12007 | n_decoded =    266, tg =  44.05 t/s, tg_3s =  43.86 t/s
11.32.045.515 I slot print_timing: id  0 | task 12007 | n_decoded =    398, tg =  43.98 t/s, tg_3s =  43.82 t/s
11.35.080.013 I slot print_timing: id  0 | task 12007 | n_decoded =    530, tg =  43.86 t/s, tg_3s =  43.50 t/s
11.38.094.064 I slot print_timing: id  0 | task 12007 | n_decoded =    659, tg =  43.65 t/s, tg_3s =  42.80 t/s
11.41.125.786 I slot print_timing: id  0 | task 12007 | n_decoded =    778, tg =  42.91 t/s, tg_3s =  39.25 t/s
11.44.159.526 I slot print_timing: id  0 | task 12007 | n_decoded =    901, tg =  42.57 t/s, tg_3s =  40.54 t/s
11.47.192.748 I slot print_timing: id  0 | task 12007 | n_decoded =   1028, tg =  42.48 t/s, tg_3s =  41.87 t/s
11.50.216.214 I slot print_timing: id  0 | task 12007 | n_decoded =   1153, tg =  42.36 t/s, tg_3s =  41.34 t/s
11.51.845.212 I slot print_timing: id  0 | task 12007 | prompt eval time =    3087.47 ms /   959 tokens (    3.22 ms per token,   310.61 tokens per second)
11.51.845.217 I slot print_timing: id  0 | task 12007 |        eval time =   28850.22 ms /  1222 tokens (   23.61 ms per token,    42.36 tokens per second)
11.51.845.218 I slot print_timing: id  0 | task 12007 |       total time =   31937.69 ms /  2181 tokens
11.51.845.218 I slot print_timing: id  0 | task 12007 |    graphs reused =      12475
11.51.845.220 I slot print_timing: id  0 | task 12007 | draft acceptance = 0.84314 (  559 accepted /   663 generated), mean len =  1.84
11.51.845.321 I slot      release: id  0 | task 12007 | stop processing: n_tokens = 2181, truncated = 0
11.51.875.124 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.284 (> 0.100 thold), f_keep = 1.000
11.51.875.447 I slot launch_slot_: id  0 | task 12675 | processing task, is_child = 0
11.56.634.434 I slot print_timing: id  0 | task 12675 | prompt processing, n_tokens =   2049, progress = 0.55, t =   4.76 s / 430.56 tokens per second
12.01.330.687 I slot print_timing: id  0 | task 12675 | prompt processing, n_tokens =   4097, progress = 0.82, t =   9.46 s / 433.31 tokens per second
12.03.575.058 I slot print_timing: id  0 | task 12675 | prompt processing, n_tokens =   4993, progress = 0.93, t =  11.70 s / 426.77 tokens per second
12.04.792.784 I slot print_timing: id  0 | task 12675 | prompt processing, n_tokens =   5505, progress = 1.00, t =  12.92 s / 426.17 tokens per second
12.07.953.664 I slot print_timing: id  0 | task 12675 | n_decoded =    122, tg =  40.09 t/s, tg_3s =  40.09 t/s
12.10.997.299 I slot print_timing: id  0 | task 12675 | n_decoded =    251, tg =  41.24 t/s, tg_3s =  42.38 t/s
12.14.018.375 I slot print_timing: id  0 | task 12675 | n_decoded =    372, tg =  40.84 t/s, tg_3s =  40.05 t/s
12.17.025.574 I slot print_timing: id  0 | task 12675 | n_decoded =    492, tg =  40.61 t/s, tg_3s =  39.90 t/s
12.20.058.964 I slot print_timing: id  0 | task 12675 | n_decoded =    609, tg =  40.20 t/s, tg_3s =  38.57 t/s
12.23.067.768 I slot print_timing: id  0 | task 12675 | n_decoded =    722, tg =  39.76 t/s, tg_3s =  37.56 t/s
12.26.099.389 I slot print_timing: id  0 | task 12675 | n_decoded =    833, tg =  39.31 t/s, tg_3s =  36.61 t/s
12.29.138.584 I slot print_timing: id  0 | task 12675 | n_decoded =    947, tg =  39.09 t/s, tg_3s =  37.51 t/s
12.32.164.511 I slot print_timing: id  0 | task 12675 | n_decoded =   1064, tg =  39.04 t/s, tg_3s =  38.67 t/s
12.35.193.740 I slot print_timing: id  0 | task 12675 | n_decoded =   1176, tg =  38.83 t/s, tg_3s =  36.97 t/s
12.38.220.936 I slot print_timing: id  0 | task 12675 | n_decoded =   1299, tg =  39.00 t/s, tg_3s =  40.63 t/s
12.41.234.614 I slot print_timing: id  0 | task 12675 | n_decoded =   1424, tg =  39.20 t/s, tg_3s =  41.48 t/s
12.44.260.431 I slot print_timing: id  0 | task 12675 | n_decoded =   1551, tg =  39.42 t/s, tg_3s =  41.97 t/s
12.47.279.608 I slot print_timing: id  0 | task 12675 | n_decoded =   1678, tg =  39.60 t/s, tg_3s =  42.06 t/s
12.50.280.889 I slot print_timing: id  0 | task 12675 | n_decoded =   1792, tg =  39.50 t/s, tg_3s =  37.98 t/s
12.53.314.628 I slot print_timing: id  0 | task 12675 | n_decoded =   1923, tg =  39.73 t/s, tg_3s =  43.18 t/s
12.56.335.561 I slot print_timing: id  0 | task 12675 | n_decoded =   2045, tg =  39.77 t/s, tg_3s =  40.38 t/s
12.59.363.301 I slot print_timing: id  0 | task 12675 | n_decoded =   2169, tg =  39.83 t/s, tg_3s =  40.95 t/s
13.02.403.289 I slot print_timing: id  0 | task 12675 | n_decoded =   2285, tg =  39.74 t/s, tg_3s =  38.16 t/s
13.05.448.283 I slot print_timing: id  0 | task 12675 | n_decoded =   2402, tg =  39.68 t/s, tg_3s =  38.42 t/s
13.08.478.837 I slot print_timing: id  0 | task 12675 | n_decoded =   2527, tg =  39.75 t/s, tg_3s =  41.25 t/s
13.11.495.463 I slot print_timing: id  0 | task 12675 | n_decoded =   2658, tg =  39.92 t/s, tg_3s =  43.43 t/s
13.14.540.803 I slot print_timing: id  0 | task 12675 | n_decoded =   2787, tg =  40.03 t/s, tg_3s =  42.36 t/s
13.17.543.140 I slot print_timing: id  0 | task 12675 | n_decoded =   2913, tg =  40.11 t/s, tg_3s =  41.97 t/s
13.20.570.603 I slot print_timing: id  0 | task 12675 | n_decoded =   3038, tg =  40.15 t/s, tg_3s =  41.29 t/s
13.23.578.412 I slot print_timing: id  0 | task 12675 | n_decoded =   3162, tg =  40.19 t/s, tg_3s =  41.23 t/s
13.26.585.369 I slot print_timing: id  0 | task 12675 | n_decoded =   3285, tg =  40.22 t/s, tg_3s =  40.91 t/s
13.29.590.075 I slot print_timing: id  0 | task 12675 | n_decoded =   3409, tg =  40.26 t/s, tg_3s =  41.27 t/s
13.32.631.120 I slot print_timing: id  0 | task 12675 | n_decoded =   3533, tg =  40.28 t/s, tg_3s =  40.78 t/s
13.35.657.884 I slot print_timing: id  0 | task 12675 | n_decoded =   3666, tg =  40.40 t/s, tg_3s =  43.94 t/s
13.38.659.054 I slot print_timing: id  0 | task 12675 | n_decoded =   3792, tg =  40.45 t/s, tg_3s =  41.98 t/s
13.41.685.709 I slot print_timing: id  0 | task 12675 | n_decoded =   3922, tg =  40.53 t/s, tg_3s =  42.95 t/s
13.44.712.443 I slot print_timing: id  0 | task 12675 | n_decoded =   4040, tg =  40.48 t/s, tg_3s =  38.99 t/s
13.47.756.529 I slot print_timing: id  0 | task 12675 | n_decoded =   4161, tg =  40.46 t/s, tg_3s =  39.75 t/s
13.50.791.594 I slot print_timing: id  0 | task 12675 | n_decoded =   4274, tg =  40.37 t/s, tg_3s =  37.23 t/s
13.53.814.050 I slot print_timing: id  0 | task 12675 | n_decoded =   4399, tg =  40.39 t/s, tg_3s =  41.36 t/s
13.56.819.115 I slot print_timing: id  0 | task 12675 | n_decoded =   4523, tg =  40.42 t/s, tg_3s =  41.26 t/s
13.59.861.990 I slot print_timing: id  0 | task 12675 | n_decoded =   4649, tg =  40.44 t/s, tg_3s =  41.41 t/s
14.02.902.566 I slot print_timing: id  0 | task 12675 | n_decoded =   4775, tg =  40.47 t/s, tg_3s =  41.44 t/s
14.05.928.875 I slot print_timing: id  0 | task 12675 | n_decoded =   4894, tg =  40.44 t/s, tg_3s =  39.32 t/s
14.08.969.532 I slot print_timing: id  0 | task 12675 | n_decoded =   5023, tg =  40.49 t/s, tg_3s =  42.43 t/s
14.12.018.579 I slot print_timing: id  0 | task 12675 | n_decoded =   5149, tg =  40.51 t/s, tg_3s =  41.32 t/s
14.15.033.463 I slot print_timing: id  0 | task 12675 | n_decoded =   5275, tg =  40.54 t/s, tg_3s =  41.79 t/s
14.18.038.719 I slot print_timing: id  0 | task 12675 | n_decoded =   5400, tg =  40.56 t/s, tg_3s =  41.59 t/s
14.21.068.673 I slot print_timing: id  0 | task 12675 | n_decoded =   5524, tg =  40.57 t/s, tg_3s =  40.92 t/s
14.24.099.137 I slot print_timing: id  0 | task 12675 | n_decoded =   5645, tg =  40.56 t/s, tg_3s =  39.93 t/s
14.27.131.061 I slot print_timing: id  0 | task 12675 | n_decoded =   5774, tg =  40.60 t/s, tg_3s =  42.55 t/s
14.30.163.862 I slot print_timing: id  0 | task 12675 | n_decoded =   5897, tg =  40.60 t/s, tg_3s =  40.56 t/s
14.33.166.863 I slot print_timing: id  0 | task 12675 | n_decoded =   6007, tg =  40.52 t/s, tg_3s =  36.63 t/s
14.36.201.677 I slot print_timing: id  0 | task 12675 | n_decoded =   6121, tg =  40.46 t/s, tg_3s =  37.56 t/s
14.39.249.889 I slot print_timing: id  0 | task 12675 | n_decoded =   6240, tg =  40.43 t/s, tg_3s =  39.04 t/s
14.42.257.024 I slot print_timing: id  0 | task 12675 | n_decoded =   6356, tg =  40.39 t/s, tg_3s =  38.57 t/s
14.45.285.763 I slot print_timing: id  0 | task 12675 | n_decoded =   6471, tg =  40.35 t/s, tg_3s =  37.97 t/s
14.48.310.944 I slot print_timing: id  0 | task 12675 | n_decoded =   6579, tg =  40.26 t/s, tg_3s =  35.70 t/s
14.51.341.577 I slot print_timing: id  0 | task 12675 | n_decoded =   6699, tg =  40.25 t/s, tg_3s =  39.60 t/s
14.54.365.884 I slot print_timing: id  0 | task 12675 | n_decoded =   6803, tg =  40.15 t/s, tg_3s =  34.39 t/s
14.57.411.319 I slot print_timing: id  0 | task 12675 | n_decoded =   6914, tg =  40.08 t/s, tg_3s =  36.45 t/s
15.00.445.146 I slot print_timing: id  0 | task 12675 | n_decoded =   7032, tg =  40.06 t/s, tg_3s =  38.89 t/s
15.03.491.227 I slot print_timing: id  0 | task 12675 | n_decoded =   7153, tg =  40.05 t/s, tg_3s =  39.72 t/s
15.06.499.908 I slot print_timing: id  0 | task 12675 | n_decoded =   7271, tg =  40.04 t/s, tg_3s =  39.22 t/s
15.09.505.151 I slot print_timing: id  0 | task 12675 | n_decoded =   7384, tg =  40.00 t/s, tg_3s =  37.60 t/s
15.12.534.690 I slot print_timing: id  0 | task 12675 | n_decoded =   7498, tg =  39.96 t/s, tg_3s =  37.63 t/s
15.15.571.005 I slot print_timing: id  0 | task 12675 | n_decoded =   7608, tg =  39.90 t/s, tg_3s =  36.23 t/s
15.18.609.493 I slot print_timing: id  0 | task 12675 | n_decoded =   7732, tg =  39.92 t/s, tg_3s =  40.81 t/s
15.21.657.116 I slot print_timing: id  0 | task 12675 | n_decoded =   7848, tg =  39.89 t/s, tg_3s =  38.06 t/s
15.24.698.014 I slot print_timing: id  0 | task 12675 | n_decoded =   7966, tg =  39.87 t/s, tg_3s =  38.80 t/s
